product_id,product_url,ingredients,ok,error
164,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000156871&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=164,"정제수, 에탄올, 부틸렌글라이콜, 잔탄검, 폴리글리세릴-10라우레이트, 글리세린, 다마스크장미꽃오일(불가리아 공인), 카프릴릭/카프릭트라이글리세라이드, 티트리잎오일, 흰버드나무잎추출물, 올리브나무잎추출물, 스페인감초뿌리추출물, 쇠뜨기추출물, 유채추출물, 약모밀추출물, 병풀추출물, 베타-글루칸, 밤껍질추출물, 붉나무충영추출물, 황금추출물, 모란뿌리추출물, 시트로넬올, 제라니올",True,
165,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000144035&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=165,"정제수, 나이아신아마이드, 아세틸글루코사민, 아스코빌글루코사이드, 부틸렌글라이콜, 포스포리피드, 소듐하이알루로네이트, 알란토인, 레드호그위드뿌리추출물, 글리세린, 다이포타슘글리시리제이트, 스페인감초뿌리추출물, 에피갈로카테킨갈레이트, 베타-글루칸, 판테놀, 카르노신, 제니스테인, 시트릭애씨드, 소듐시트레이트, 소듐하이드록사이드, 잔탄검, 에틸헥실글리세린, 폴리솔베이트20, 트라이소듐에틸렌다이아민다이석시네이트, 펜틸렌글라이콜, 카프릴릴글라이콜, 페녹시에탄올",True,
166,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209528&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=166,"- 멜라캡처앰플(맥스). 38ml 정제수, 다이프로필렌글라이콜, 식물성스쿠알란, 나이아신아마이드, 메틸프로판다이올, 글리세린, 1,2-헥산다이올, 세테아레스-20, 페닐트라이메티콘, 폴리글리세릴-10라우레이트, 참마뿌리추출물, 쇠비름추출물, 비파나무잎추출물, 병풀추출물, 카바카바잎/뿌리/줄기추출물, 포도씨추출물, 인삼열매추출물, 별꽃추출물, 삼백초추출물, 스피어민트추출물, 드럼스틱씨추출물, 마트리카리아꽃추출물, 수련추출물, 사과추출물, 무화과추출물, 인디안구스베리열매추출물, 올리브나무잎추출물, 유용성감초추출물, 녹차수, 하이드로제네이티드레시틴, 아르간커넬오일, 소듐하이알루로네이트, 올리브오일, 센티드제라늄꽃오일, 라벤더오일, 캐모마일꽃오일, 오렌지껍질오일, 멕시칸주니퍼오일, 다마스크장미꽃수, 다마스크장미꽃오일, 프로판다이올, 부틸렌글라이콜, 글리세릴스테아레이트에스이, 비사보롤, 트라넥사믹애씨드, 마데카식애씨드, 아시아티코사이드, 다이페닐다이메티콘, 트라이에틸헥사노인, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 아시아틱애씨드, 폴리쿼터늄-51, 다이메티콘, 하이드로제네이티드폴리아이소부텐, 폴리글리세릴-10미리스테이트, 토코페릴아세테이트, 글라이코실트레할로오스, 멜라토닌, 소듐파이테이트, 하이드로제네이티드스타치하이드롤리세이트, 아이소노닐아이소노나노에이트, 폴리글리세릴-10스테아레이트, 아데노신, 라피노오스, 바이오사카라이드검-1, 다이소듐이디티에이, 마데카소사이드, 세테아릴알코올, 스테아릭애씨드, 시어버터, 폴리글리세릴-2다이폴리하이드록시스테아레이트, 레시틴, 데실글루코사이드, 베타-글루칸, 락토바실러스발효물, 이눌린라우릴카바메이트, 쌀발효여과물, 3-O-에틸아스코빅애씨드, 다이소듐스테아로일글루타메이트, 아스코빅애씨드, 알파-알부틴, 하이드롤라이즈드하이알루로닉애씨드, 글루타티온, 하이드롤라이즈드소듐하이알루로네이트, 하이알루로닉애씨드, 세라마이드엔피, 아스코빌테트라이소팔미테이트, 페룰릭애씨드, 아스코빌글루코사이드, 징크피씨에이, 티옥틱애씨드, 레티닐팔미테이트, 리보플라빈, 마그네슘아스코빌포스페이트, 메나다이온, 바이오틴, 사이아노코발아민, 소듐아스코빌포스페이트, 티아민에이치씨엘, 판테놀, 판토테닉애씨드, 폴릭애씨드, 피리독신, 스쿠알란, 향료, 하이드록시아세토페논, 펜틸렌글라이콜, 에틸헥실글리세린, 카프릴릴글라이콜, 시트로넬올 - 멜라캡처앰플패드(10ea), 정제수, 글리세린, 부틸렌글라이콜, 다이프로필렌글라이콜, 나이아신아마이드, 폴리글리세린-3, 1,2-헥산다이올, 스핑고모나스발효추출물, 다시마추출물, 한련초잎추출물, 병풀추출물, 비파나무잎추출물, 쇠비름추출물, 포도뿌리추출물, 별꽃추출물, 미로탐누스 플라벨리폴리아잎/줄기추출물, 스피어민트추출물, 포도씨추출물, 삼백초추출물, 드럼스틱씨추출물, 마트리카리아꽃추출물, 수련추출물, 무화과추출물, 하이드로제네이티드레시틴, 올리브오일, 센티드제라늄꽃오일, 라벤더오일, 캐모마일꽃오일, 오렌지껍질오일, 멕시칸주니퍼오일, 다이페닐다이메티콘, 트라이에틸헥사노인, 옥틸도데세스-16, 폴리글리세릴-10올리에이트, 아데노신, 다이소듐이디티에이, 비사보롤, 소듐폴리아크릴레이트, 프로판다이올, 카프릴릭/카프릭트라이글리세라이드, 마데카식애씨드, 아시아티코사이드, 아시아틱애씨드, 프룩토올리고사카라이드, 베타-글루칸, 마데카소사이드, 하이드롤라이즈드하이알루로닉애씨드, 락토바실러스발효물, 데실글루코사이드, 쌀발효여과물, 글루타티온, 아스코빅애씨드, 하이드롤라이즈드소듐하이알루로네이트, 세라마이드엔피, 티옥틱애씨드, 향료, 하이드록시아세토페논, 에틸헥실글리세린, 펜틸렌글라이콜, 카프릴릴글라이콜",True,
167,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000230206&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=167,"정제수, 프로판다이올, 1,2-헥산다이올, 글리세린, 3-O- 에틸아스코빅애씨드(20,000 ppm), 부틸렌글라이콜, 락토바실러스발효용해물, 스쿠알란, 해바라기씨오일, 덱스트린, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카프릴릭/카프릭트라이글리세라이드, 트로메타민, 잔탄검, 글루코노락톤, 만다린껍질추출물, 판테놀, 나이아신아마이드, 알란토인, 당근추출물,하이알루로닉애씨드, 펜틸렌글라이콜, 소듐메타포스페이트, 실리카다이메틸실릴레이트, 사이클로덱스트린, 토코페롤, 에틸헥실글리세린, 마데카소사이드, 하이드로제네이티드폴리(C6-20올레핀), 프로테아제(150 ppm), 아스코빌테트라이소팔미테이트(100 ppm), 글루타티온, 서양톱풀추출물, 에이치디아이/트라이메틸올헥실락톤크로스폴리머, 베타-카로틴, 페룰릭애씨드",True,
168,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000227458&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=168,"콜라겐수(62.94 %), 다이프로필렌글라이콜, 글리세레스-26, 정제수, 나이아신아마이드(5 %), 글리세린, 부틸렌글라이콜, 프로판다이올, 1,2-헥산다이올, 트레할로오스, 피이지-240/에이치디아이코폴리머비스-데실테트라데세스-20에텔, 다이에톡시에틸석시네이트, 이노시톨, 폴리아크릴레이트크로스폴리머-6, 에틸헥실글리세린, 옥틸도데세스-16, 소듐디엔에이(0.05 %), 다마스크장미꽃추출물(0.05 %), 메틸다이아이소프로필프로피온아마이드, 아데노신, 폴리글리세릴-10올리에이트, 옥틸도데칸올, 소듐하이알루로네이트크로스폴리머, 하이드로제네이티드레시틴, 하이드롤라이즈드글라이코사미노글리칸, 사이아노코발아민, 폴리솔베이트20, 소듐하이알루로네이트, 다이소듐이디티에이, 레시틴, 포타슘라우레이트, 토코페롤, 벤질글라이콜, 카프릴릴글라이콜, 레스베라트롤, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 폴리락틱애씨드, 아세틸헥사펩타이드-1, 실리카, 소듐아스코빌포스페이트, 트라이펩타이드-1, 트라이펩타이드-2, 아세틸헥사펩타이드-8, 아세틸옥타펩타이드-3, 팔미토일펜타펩타이드-4, 팔미토일테트라펩타이드-7, 라즈베리케톤, 에스에이치-올리고펩타이드-1, 에스에이치-폴리펩타이드-1, 에스에이치-폴리펩타이드-11, 에스에이치-폴리펩타이드-22",True,
169,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000243068&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=169,"정제수, 다이프로필렌글라이콜, 나이아신아마이드, 프로판다이올, 부틸렌글라이콜, 바다포도추출물(2,050 ppm), 레티놀(500IU, 155,000 ppb), 카프릴릭/카프릭트라이글리세라이드, 다마스크장미꽃수, 만다린추출물, 자몽추출물, 스피어민트추출물, 글리세린, 벤질글라이콜, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, C12-13파레스-9, 1,2-헥산다이올, 아사이팜열매추출물, 황련뿌리추출물, 로우스위트블루베리추출물, 에틸헥실글리세린, 아데노신, 소듐하이알루로네이트, 크랜베리추출물, 인디안구스베리열매추출물, 아가, 레몬추출물, 인도멀구슬나무잎추출물, 락토바이오닉애씨드, 트레할로오스, 흰버드나무껍질추출물, 만델릭애씨드, 한련초추출물, 인도멀구슬나무꽃추출물, 청각추출물, 프로폴리스추출물, 달맞이꽃꽃추출물, 칡뿌리추출물, 대왕소나무잎추출물, 당느릅나무뿌리추출물, 아줄렌, 카프릴릴글라이콜, 아이비고드열매추출물, 드럼스틱씨오일, 가지열매추출물, 호호바씨오일, 울금뿌리추출물, 참산호말추출물, 홀리바질잎추출물, 센티드제라늄꽃오일, 니코틴아마이드모노뉴클레오타이드, 하이드롤라이즈드익스텐신",True,
170,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000210772&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=170,"약모밀꽃/잎/줄기수(80%), 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 소듐하이알루로네이트, 비피다발효용해물, 카카오추출물, 진흙버섯추출물, 정제수, 베타인, 판테놀, 하이드록시에틸셀룰로오스, 에틸헥실글리세린, 트로메타민, 덱스트린, 베타-글루칸, 토코페롤, 카보머",True,
171,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000237367&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=171,"정제수, 프로판다이올, 나이아신아마이드, 트라넥사믹애씨드, 3-O-에틸아스코빅애씨드, 판테놀, 글루타티온, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트, 비사보롤, 지모뿌리추출물, 마데카소사이드, 페룰릭애씨드, 부틸렌글라이콜, 글리세린, 하이드록시아세토페논, 잔탄검, 글리세레스-25피씨에이아이소스테아레이트, 토코페롤, 라벤더꽃추출물, 오레가노잎추출물, 데실글루코사이드, 해바라기씨오일, 로즈마리추출물, 콜레스테롤, 아데노신, 하이드롤라이즈드치자추출물, 하이드롤라이즈드맥아추출물, 시트릭애씨드, 하이드롤라이즈드삼색제비꽃추출물, 황련뿌리추출물, 비타민나무열매오일, 오렌지껍질오일, 마그네슘아스코빌포스페이트, 하이드로제네이티드폴리아이소부텐, 에틸헥실글리세린, 소듐메타바이설파이트, 펜틸렌글라이콜, 카프릴릴글라이콜, 테트라헥실데실아스코베이트, 변성알코올, 트라이소듐에틸렌다이아민다이석시네이트, 하이드로제네이티드레시틴, 갈릭애씨드, 소듐다이라우미도글루타미드라이신, 포스파티딜콜린, 1,2-헥산다이올, 리모넨",True,
172,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000203589&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=172,"정제수, 프로판다이올, 글리세린, 나이아신아 마이드, 3-O-에틸아스코빅애씨드(19,950ppm), 1,2- 헥산다이올, 아이소프로필미리스테이트, 베타인, 에 리스리톨, 아데노신, 알란토인, 토코페롤, 판테놀, 아스 코빅애씨드, 소듐아스코빌포스페이트, 아스코빌글 루코사이드, 아스코빌팔미테이트, 에틸헥실글리세린, 카프릴릴글라이콜, 잔탄검, 참산호말추출물, 감태추 출물, 개청각추출물, 겔리듐 카르틸라기네움추출물, 톳추출물, 옥틸도데칸올, 아크릴레이트/C10-30알킬 아크릴레이트크로스폴리머, 트로메타민, 다이소듐 이디티에이, 메틸프로판다이올, 페룰릭애씨드, 홀리 바질잎추출물, 부틸렌글라이콜, 하이드로제네이티 드레시틴, 베르가모트오일, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 울금뿌리추출물",True,
173,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000197362&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=173,"[본품: 자작나무 수분 앰플] 정제수,부틸렌글라이콜,글리세린,펜틸렌글라이콜,메틸프로판다이올,1,2-헥산다이올,자작나무수액(10,230ppm),자일리틸글루코사이드,클로렐라 불가리스추출물,자일리톨,락토바실러스발효물,울금뿌리추출물,하이드롤라이즈드하이알루로닉애씨드,하이알루로닉애씨드,소듐하이알루로네이트,안하이드로자일리톨,글루코오스,프룩토올리고사카라이드,프룩토오스,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,에틸헥실글리세린,다이포타슘글리시리제이트,덱스트린,베타-글루칸,글리세릴글루코사이드,토코페롤,다이프로필렌글라이콜,다이메틸실란올하이알루로네이트,하이드롤라이즈드소듐하이알루로네이트,포타슘하이알루로네이트,하이드록시프로필트라이모늄하이알루로네이트,소듐하이알루로네이트크로스폴리머,소듐하이알루로네이트다이메틸실란올,소듐아세틸레이티드하이알루로네이트,카프릴릴/카프릴글루코사이드,하이드로제네이티드레시틴,세라마이드엔피,잔탄검,치자추출물 [구성품: 자작나무 수분 크림] 정제수, 글리세린, 아이소노닐아이소노나노에이트, 아이소도데케인, 1,2-헥산다이올, 펜틸렌글라이콜, 폴리데센, 자작나무수액(10,000ppm), 호호바에스터, 판테놀, 글리세릴글루코사이드, 아라비아고무나무검, 하이드롤라이즈드오크라추출물, 소듐하이알루로네이트, 하이알루로닉애씨드, 화이트루핀씨추출물, 드럼스틱씨추출물, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 알로에베라꽃추출물, 가지열매추출물, 홀리바질잎추출물, 참산호말추출물, 울금뿌리추출물, 아스코빅애씨드, 펜타에리스리틸테트라에틸헥사노에이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 에틸헥실글리세린, 아가, 다이포타슘글리시리제이트, 글리세릴카프릴레이트, 부틸렌글라이콜, 다이소듐이디티에이",True,
174,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000218586&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=174,"정제수, 글리세레스-26, 부틸렌글라이콜, 1,2-헥산다이올, 나이아신아마이드, 글리세린, 다이에톡시에틸석시네이트, 프로판다이올, 락토바실러스발효물(9,790ppm), 판테놀(1,000ppm), 알란토인, 다시마추출물, 한련초잎추출물, 카바카바잎/뿌리/줄기추출물, 병풀추출물, 인삼열매추출물, 소듐하이알루로네이트(2,400ppm), 하이드로제네이티드레시틴, 하이드록시에틸우레아, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 베타인, 옥틸도데세스-16, 메틸프로판다이올, 잔탄검, 아데노신, 카보머, 프룩토올리고사카라이드, 베타-글루칸, 다이소듐이디티에이, 트로메타민, 폴리쿼터늄-51, 하이드롤라이즈드하이알루로닉애씨드(60000ppb), 스쿠알란, 하이드롤라이즈드소듐하이알루로네이트(10000ppb), 향료, 에틸헥실글리세린",True,
175,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000214252&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=175,"정제수, 글리세린, 하이드로제네이티드폴리(C6-14올레핀), 폴리글리세린-3, 부틸렌글라이콜, 펜타에리스리틸테트라에틸헥사노에이트, 프로판다이올, 다이메티콘, 1,2-헥산다이올, 나이아신아마이드, 메틸프로판다이올, 하이드로제네이티드식물성오일, 시어버터, 소듐하이알루로네이트, 효모/구리발효물, 효모/철발효물, 효모/마그네슘발효물, 효모/실리콘발효물, 효모/아연발효물, 류코노스톡/무발효여과물, 흰목이버섯추출물, 해마토코쿠스 플루비알리스오일, 헵타소듐헥사카복시메틸다이펩타이드-12, 붉은토끼풀꽃추출물, 글리세릴스테아레이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 다이메티콘크로스폴리머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 소듐폴리아크릴레이트, 하이드로제네이티드레시틴, 펜틸렌글라이콜, 트로메타민, 에틸헥실글리세린, 아데노신, 팔미틱애씨드, 스테아릭애씨드, 소듐파이테이트, 콜레스테롤, 니코틴아마이드모노뉴클레오이드, 아데노신트라이포스페이트, 하이드록시프로필사이클로덱스트린, 니코틴아마이드아데닌다이뉴클레오타이드, 베타-글루칸, 토코페롤, 팔미토일트라이펩타이드-5, 카퍼글루코네이트, 레스베라트롤, 카프릴로일다이펩타이드-17, 티옥틱애씨드, 글루타티온, 포타슘하이드록사이드, 헤스페리딘메틸칼콘, 솔비탄라우레이트, 스테아레스-20, 아스타잔틴, 소듐락테이트, 하이드록시에틸셀룰로오스, 아세틸다이펩타이드-1세틸에스터, 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트, 판테놀, 폴리솔베이트20, 소듐시트레이트, 덱스트란, 헥사펩타이드-2, 마그네슘클로라이드, 테트라데실아미노부티로일발릴아미노부티릭우레아트라이플루오로아세테이트, 아세틸테트라펩타이드-5, 다이펩타이드-2, 아세틸헥사펩타이드-8, 팔미토일다이펩타이드-5다이아미노부틸로일하이드록시트레오닌, 시트릭애씨드, 바이오틴, 팔미토일테트라펩타이드-7, 바이오티노일트라이펩타이드-1, 아세틸테트라펩타이드-3, 토코페릴아세테이트, 팔미토일트라이펩타이드-8, 다이펩타이드-4, 헥사펩타이드-11, 펜타펩타이드-18, 트라이펩타이드-3, 에스에이치-데카펩타이드-7, 에스에이치-옥타펩타이드-4, 팔미토일트라이펩타이드-1, 아스코빅애씨드폴리펩타이드, 헥사펩타이드-9, 올리고펩타이드-3, 팔미토일헥사펩타이드-12, 트라이펩타이드-1, 팔미토일펜타펩타이드-4, 유비퀴논, 카퍼트라이펩타이드-1, 카페오일트라이펩타이드-1, 카페오일에스에이치-옥타펩타이드-4, 갈로일펜타펩타이드-33, 코질카복시다이펩타이드-23, 니코티노일트라이펩타이드-1, 옥타펩타이드-7, 올리고펩타이드-1, 에스에이치-데카펩타이드-9, 에스에이치-올리고펩타이드-9, 에스에이치-펜타펩타이드-19, 아스파라진, 글루타민, 트립토판, 올리고펩타이드-2, 에스에이치-올리고펩타이드-1, 에스에이치-올리고펩타이드-2, 에스에이치-폴리펩타이드-1, 에스에이치-폴리펩타이드-22, 에스에이치-폴리펩타이드-3, 아세틸옥타펩타이드-3, 아세틸테트라펩타이드-2, 아세틸테트라펩타이드-9, 카르노신, 노나펩타이드-1, 세테아릴알코올, 카보머, 잔탄검, 클로헥시딘디글루코네이트, 포타슘솔베이트",True,
176,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000226471&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=176,"정제수, 글리세린, 나이아신아마이드, 알부틴, 프로판다이올, 1,2-헥산다이올, 부틸렌글라이콜, 메틸프로판다이올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 알지닌, 치자추출물(706ppm), 에틸헥실글리세린, 덱스트린, 아데노신, 폴리글리세릴-10미리스테이트, 폴리글리세릴-10라우레이트, 인삼열매추출물(301ppm), 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 아보카도열매추출물(300ppm), 양까막까치밥나무열매추출물(300ppm), 차가버섯추출물(300ppm), 케일잎추출물(300ppm), 피브이엠/엠에이코폴리머, 효모/쌀발효여과물(127ppm), 소듐하이알루로네이트, 페룰릭애씨드, 사탕무뿌리추출물, 월귤추출물, 프렌치로즈꽃추출물, 히비스커스꽃추출물, 로즈힙열매추출물, 헥사펩타이드-2, 수용성콜라겐(0.13ppm), 하이드롤라이즈드디엔에이, 바이오틴, 3-O-에틸아스코빅애씨드, 소듐아스코빌포스페이트, 아스코빅애씨드, 아스코빌글루코사이드, 토코페롤, 판테놀, 피리독신",True,
177,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000199206&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=177,"정제수, 부틸렌글라이콜, 글리세린, 프로판다이올, 펜틸렌글라이콜, 나이아신아마이드, 폴리솔베이트20, 잔탄검, 하이드롤라이즈드하이알루로닉애씨드, 프룩토올리고사카라이드, 소듐시트레이트, 시트릭애씨드, 카르노신, 아데노신, 향료, 사카라이드아이소머레이트, 소듐하이알루로네이트, 볼도잎추출물, 헥실데칸올, 1,2-헥산다이올, 카프릴릴글라이콜, 사과씨추출물, 유채스테롤, 토코페롤",True,
178,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000199472&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=178,"정제수, 글리세린, 자일리톨, 소듐폴리아크릴레이트, 다이메티콘, 사이클로펜타실록세인, 페녹시에탄올, 클로페네신, 트라이데세스-6, 다이소듐이디티에이, 향료, 나이아신아마이드, 피이지/피피지-18/18다이메티콘, 프룩토올리고사카라이드, 만니톨, 소듐하이알루로네이트, 헥실데칸올, 카프릴릭/카프릭트라이글리세라이드, 람노오스, 라미나리아 오크롤레우카추출물, 사과씨추출물, 유채스테롤, 토코페롤",True,
179,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000210012&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=179,"오일팜오일, 하이드롤라이즈드옥수수전분, 락토바실러스발효용해물(200ppm), 비피다발효용해물(200ppm), 프룩토올리고사카라이드, 소듐카세이네이트, 레시틴, 갈락토올리고사카라이즈, 토코페롤",True,
180,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000233193&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=180,"정제수, 부틸렌글라이콜, 다이프로필렌글라이콜, 글리세린, 프로판다이올, 1,2-헥산다이올, 다이메티콘 크로스폴리머, 바쿠치올, 비닐다이메티콘, 하이드롤라이 즈드콜라겐, 에틸헥실글리세린, 알란토인, 바이오사카라 이드검-1, 다이포타슘글리시리제이트, 아데노신, 소듐다 이라우미도글루타미드라이신, 하이드로제네이티드레시틴, 소듐폴리아크릴로일다이메틸타우레이트, 아이소도데 케인, 아크릴레이트/C10-30알킬아크릴레이트크로스 폴리머, 트로메타민, 향료, 다이소듐이디티에이, 토코 페롤, 페녹시에탄올, 소듐벤조에이트, 적색504호 (CI 14700), 청색1호 (CI 42090)",True,
181,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000242569&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=181,"정제수, 글리세린, 다이프로필렌글라이콜, 나이아신아마이드, 자일리톨, 1,2-헥산다이올, 부틸렌글라이콜, 하이드록시아세토페논, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 녹두추출물(2,000ppm), 트로메타민, 에틸헥실글리세린, 하이드롤라이즈드치자추출물, 하이드롤라이즈드맥아추출물, 하이드롤라이즈드삼색제비꽃추출물, 멘톡시프로판다이올, 아데노신, 트라이소듐에틸렌다이아민다이석시네이트, 펜틸렌글라이콜, 글리세릴글루코사이드, 석류나무꽃추출물, 덱스트린, 하이알루로닉애씨드, 치자추출물, 녹두씨추출물(5ppm), 얼룩파인애플추출물, 사과추출물, 복숭아추출물, 로우스위트블루베리추출물, 글라이코젠, 아세틸헥사펩타이드-8",True,
182,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000211859&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=182,"정제수, 다이프로필렌글라이콜, 나이아신아마이드, 바실러스발효물, 프로판다이올, 베타인, 1,2-헥산다이올, 폴리글루타믹애씨드, 알지닌, 토코페롤, 글리세린, 폴리글리세린-3, 콜레스테릴아이소스테아레이트, 소듐폴리아크릴로일다이메틸타우레이트, 콜레스테릴클로라이드, 콜레스테릴노나노에이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 글리세릴카프릴레이트, 카보머, 에틸헥실글리세린",True,
183,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000199981&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=183,"정제수, 메틸프로판다이올, 프로판다이올, 카프릴릭/카프릭트라이글리세라이드, 부틸렌글라이콜, 글리세린, 펜타에리스리틸테트라에틸헥사노에이트, 시어버터, 실리카, 나이아신아마이드, 마카다미아씨오일, 세테아릴알코올, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 1,2-헥산다이올, 팔미틱애씨드, C12-16알코올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 스테아릭애씨드, 소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 하이드로제네이티드레시틴, 폴리아이소부텐, 세테아릴글루코사이드, 에틸헥실글리세린, 카프릴릴글라이콜, 아데노신, 병풀추출물, 카프릴릴/카프릴글루코사이드, 솔비탄올리에이트, 다이소듐이디티에이, 토코페릴아세테이트, 소듐하이알루로네이트, 금, 하이드롤라이즈드엘라스틴, 홍삼추출물, 글라이신, 세린, 글루타믹애씨드, 프로폴리스추출물, 수용성프로테오글리칸, 아스파틱애씨드, 류신, 아시아티코사이드, 알라닌, 라이신, 알지닌, 타이로신, 페닐알라닌, 마데카소사이드, 마데카식애씨드, 아시아틱애씨드, 트레오닌, 프롤린, 발린, 아이소류신, 세라마이드엔피, 히스티딘, 메티오닌, 시스테인, 글라이코스핑고리피드",True,
