ingredient,count
다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트,9
세라마이드에이피,9
세라마이드이오피,9
에리스리톨,9
티타늄디옥사이드,9
한련초잎추출물,9
백미꽃추출물,9
폴리글리세릴-2다이폴리하이드록시스테아레이트,9
젤란검,9
수크로오스스테아레이트,9
에틸헥실팔미테이트,9
지모뿌리추출물,9
류코노스톡/무발효여과물,9
소듐글루코네이트,9
당느릅나무뿌리추출물,9
에스에이치-폴리펩타이드-1,9
피피지-13-데실테트라데세스-24,9
레스베라트롤,9
비타민나무열매추출물,9
판토테닉애씨드,9
니코틴아마이드모노뉴클레오타이드,9
말라카이트추출물,9
C12-14알케스-12,9
하이드로제네이티드스타치하이드롤리세이트,9
폴리아이소부텐,9
아이소노닐아이소노나노에이트,9
베타-카로틴,9
니코틴아마이드아데닌다이뉴클레오타이드,8
메도우폼씨오일,8
로즈마리잎추출물,8
밤껍질추출물,8
소듐피씨에이,8
티트리잎오일,8
사카라이드아이소머레이트,8
사과추출물,8
유칼립투스잎추출물,8
띠뿌리추출물,8
황련뿌리추출물,8
다이메틸아이소소바이드,8
스핑고모나스발효추출물,8
글라이콜릭애씨드,8
포타슘포스페이트,8
올레익애씨드,8
석시닉애씨드,8
페닐트라이메티콘,8
다이메틸실란올하이알루로네이트,8
피이지-40하이드로제네이티드캐스터오일,8
폴리글리세릴-6라우레이트,8
아라키딜알코올,8
팔미토일트라이펩타이드-8,7
도둑놈의지팡이뿌리추출물,7
아세틸테트라펩타이드-3,7
에스에이치-데카펩타이드-7,7
페녹시에탄올,7
수크로오스,7
비에이치티,7
포타슘하이드록사이드,7
피이지-30다이폴리하이드록시스테아레이트,7
호장근뿌리추출물,7
아세틸테트라펩타이드-11,7
수크로오스팔미테이트,7
에스에이치-옥타펩타이드-4,7
세라마이드엔에스,7
마그네슘클로라이드,7
효모발효여과물,7
다이메티콘올,7
칡뿌리추출물,7
꿀추출물,7
비파나무잎추출물,7
별꽃추출물,7
드럼스틱씨오일,7
귀리커넬추출물,7
녹차수,7
소듐포스페이트,7
유비퀴논,7
아가,7
하이드로제네이티드폴리,7
캐모마일꽃오일,7
적색산화철,7
바쿠치올,7
솔비탄세스퀴올리에이트,7
테트라데실아미노부티로일발릴아미노부티릭우레아트라이플루오로아세테이트,7
하이드롤라이즈드디엔에이,7
로우스위트블루베리추출물,7
효모/보리씨발효여과물,7
효모/감자추출물발효여과물,7
암모늄폴리아크릴로일다이메틸타우레이트,7
타임잎추출물,7
소듐헤파린,6
폴스애플민트잎추출물,6
카르노신,6
포타슘세틸포스페이트,6
토마토추출물,6
라우릴글루코사이드,6
수크로오스다이스테아레이트,6
접시꽃추출물,6
양파추출물,6
스피어민트추출물,6
식물성스쿠알란,6
팔미토일헥사펩타이드-12,6
프룩탄,6
t-부틸알코올,6
알로에베라잎즙,6
인삼추출물,6
작약뿌리추출물,6
미리스틸글루코사이드,6
칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물,6
리놀레익애씨드,6
달맞이꽃꽃추출물,6
피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트,6
베타-시토스테롤,6
카프릴릴메티콘,6
영지버섯추출물,6
x,6
비니거,6
하이드롤라이즈드해면,6
포스파티딜콜린,6
카르니틴,6
편백잎추출물,6
한련초추출물,6
커피콩추출물,6
다이메티콘/비닐다이메티콘크로스폴리머,6
에스에이치-올리고펩타이드-2,6
클레리오일,6
아세틸테트라펩타이드-5,6
펜타에리스리틸테트라에틸헥사노에이트,6
폴리글리세릴-3다이스테아레이트,6
메틸다이아이소프로필프로피온아마이드,6
다마스크장미꽃추출물,6
에스에이치-폴리펩타이드-22,6
에스에이치-폴리펩타이드-3,6
아세틸테트라펩타이드-2,6
소듐하이알루로네이트다이메틸실란올,6
붉은토끼풀꽃추출물,6
마이카,6
C12-20알킬글루코사이드,6
산수유열매추출물,6
글라이코프로테인,6
칼슘클로라이드,6
티트리추출물,6
산양삼추출물,6
세라마이드에이에스,6
포타슘클로라이드,6
바오밥나무씨오일,6
아데노신트라이포스페이트,6
비스-피이지-18메틸에터다이메틸실레인,6
폴리글리세릴-3다이아이소스테아레이트,6
글라이코스핑고리피드,6
아라비아고무나무검,5
구아이아줄렌,5
낫토검,5
클로페네신,5
에칠아스코빌에텔,5
대왕소나무잎추출물,5
아모다이메티콘,5
녹차씨오일,5
다이펩타이드-4,5
소듐다이라우미도글루타미드라이신,5
하이드록시피나콜론레티노에이트,5
레몬밤꽃/잎/줄기수,5
버지니아풍년화추출물,5
글리세릴스테아레이트에스이,5
레몬밤잎추출물,5
석류추출물,5
로즈힙열매추출물,5
아스코빌팔미테이트,5
로즈마리잎수,5
트라이소듐에틸렌다이아민다이석시네이트,5
다이부틸아디페이트,5
아세틸다이펩타이드-1세틸에스터,5
흰목이버섯추출물,5
아스타잔틴,5
옥수수전분,5
코코-카프릴레이트/카프레이트,5
폴리글리세릴-4카프레이트,5
티아민에이치씨엘,5
불가리스쑥오일,5
다이펩타이드-2,5
광곽향오일,5
하수오뿌리추출물,5
폴리글리세릴-10미리스테이트,5
베타인살리실레이트,5
이눌린라우릴카바메이트,5
셀룰로오스,5
타임추출물,5
퀸즈랜드넛오일,5
에스에이치-펜타펩타이드-19,5
에스에이치-올리고펩타이드-9,5
올리고펩타이드-1,5
사과씨추출물,5
참당귀뿌리추출물,5
글리세릴올리에이트,5
베르가모트잎추출물,5
고삼뿌리추출물,5
락토코쿠스발효용해물,5
천문동뿌리추출물,5
감나무잎추출물,5
다이카프릴릴카보네이트,5
지황뿌리추출물,5
타우린,5
폴리글루쿠로닉애씨드,5
홍삼추출물,5
오일팜오일,5
마그네슘아스코빌포스페이트,5
우레아,5
아세틸옥타펩타이드-3,5
데이지꽃추출물,5
헥실데칸올,5
효모/구리발효물,4
사이클로덱스트린,4
비피다발효여과물,4
만노오스,4
마그네슘설페이트,4
감초뿌리추출물,4
효모/철발효물,4
포도씨오일,4
캐모마일꽃추출물,4
솔비탄스테아레이트,4
소듐메틸스테아로일타우레이트,4
전호추출물,4
레몬껍질오일,4
효모/마그네슘발효물,4
소듐하이알루로 네이트,4
알지닌/라이신폴리펩타이드,4
오카무라큰실말추출물,4
발삼아미리스껍질오일,4
하이드롤라이즈드익스텐신,4
리놀레닉애씨드,4
트립토판,4
효모발효추출물,4
소엽맥문동뿌리추출물,4
아스파라진,4
잇꽃씨오일,4
글루타민,4
카라기난,4
소나무잎추출물,4
수용성프로테오글리칸,4
탄닉애씨드,4
트록세루틴,4
유칼립투스잎오일,4
포도추출물,4
하이드롤라이즈드식물성단백질,4
벤질벤조에이트,4
서양송악잎/줄기추출물,4
라우릭애씨드,4
엘라스틴,4
비타민나무수,4
알로에베라잎추출물,4
효모/아연발효물,4
육계나무껍질추출물,4
라즈베리케톤,4
효모/실리콘발효물,4
티트리잎수,4
더덕뿌리추출물,4
사과세포배양추출물,4
인디안구스베리열매추출물,4
드럼스틱씨추출물,4
포도씨추출물,4
헥사펩타이드-11,4
페네틸알코올,4
알진,4
헥실렌글라이콜,4
에스에이치-폴리펩타이드-121,4
소듐팔미토일사코시네이트,4
검은뽕나무열매추출물,4
아세틸글루타민,4
헵타소듐헥사카복시메틸다이펩타이드-12,4
미리스토일펜타펩타이드-17,4
미리스토일펜타펩타이드-4,4
미리스틱애씨드,4
쌀발효여과물,4
이눌린,4
트라이펩타이드-32,4
에스알-,4
에스에이치-폴리펩타이드-11,4
에스에이치-폴리펩타이드-9,4
바실러스발효물,4
에스에이치-폴리펩타이드-16,4
피씨에이,4
각시둥굴레뿌리줄기/뿌리추출물,4
소듐메타바이설파이트,4
밀리타리스동충하초추출물,4
동충하초추출물,4
연꽃뿌리추출물,4
피브이피,4
멜라토닌,4
글라이코사미노글리칸,4
메나다이온,4
아세틸테트라펩타이드-9,4
리솔레시틴,4
레티닐팔미테이트,4
하이드롤라이즈드치자추출물,4
폴릭애씨드,4
피리독신,4
카라멜,4
하이드록시데실유비퀴논,4
바이오티노일트라이펩타이드-1,4
소듐트라이메타포스페이트,4
하이드록시프로필비스팔미타마이드엠이에이,4
글루코실루틴,4
수크로오스라우레이트,4
아크릴레이트/암모늄메타크릴레이트코폴리머,4
하이드록시페닐프로파미도벤조익애씨드,4
스타아니스추출물,4
니코티노일트라이펩타이드-1,4
포도세포추출물,3
병풀뿌리추출물,3
폴리아크릴레이트-13,3
대추추출물,3
콜라겐아미노산,3
트라이아이소스테아린,3
스피어민트잎오일,3
자몽껍질오일,3
스테아레스-20,3
비치스트로베리추출물,3
올리고펩타이드-2,3
온천수,3
헤스페리딘메틸칼콘,3
C12-14파레스-12,3
스클레로튬검,3
판토락톤,3
사코신,3
폴리글리세릴-4라우레이트,3
소듐서팩틴,3
지치뿌리추출물,3
클로헥시딘디글루코네이트,3
트라이펩타이드-10시트룰린,3
아세틸헥사펩타이드-1,3
니코티노일다이펩타이드-23,3
헥사펩타이드-12,3
하이드롤라이즈드옥수수전분,3
트라이펩타이드-3,3
이노시톨,3
화이트루핀씨추출물,3
프랑스해안송껍질추출물,3
아스코빅애씨드폴리펩타이드,3
카카두플럼추출물,3
라즈베리추출물,3
케이프알로에잎추출물,3
팔미토일트라이펩타이드-38,3
겨우살이추출물,3
키토산,3
칼슘판토테네이트,3
레틴알,3
폴리메틸메타크릴레이트,3
티몰트라이메톡시신나메이트,3
펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트,3
폴리글리세릴-4올리에이트,3
하이드로제네이티드식물성오일,3
올레아놀릭애씨드,3
호동씨오일,3
편백수,3
달맞이꽃오일,3
갈락토미세스발효여과물,3
플로레틴,3
에피갈로카테킨갈레이트,3
미나리추출물,3
라이소레시틴,3
돌콩펩타이드,3
하늘타리뿌리추출물,3
옥수수커넬추출물,3
콜레스-24,3
일랑일랑꽃오일,3
라피노오스,3
메틸다이하이드로자스모네이트,3
테레프탈릴리덴디캠퍼설포닉애씨드,3
효모추출물,3
아틀라스시다나무껍질오일,3
글리시레티닉애씨드,3
석시노글리칸,3
벤질살리실레이트,3
하이드록시에틸피페라진에탄설포닉애씨드,3
솔비탄라우레이트,3
폴리우레탄-15,3
만델릭애씨드,3
마시멜로뿌리추출물,3
헤스페리딘,3
메도우스위트꽃추출물,3
개박하추출물,3
서양산딸기잎추출물,3
제로틴/하이드롤라이즈드디엔에이,3
피이지-6,3
글리세릴폴리아크릴레이트,3
바위손추출물,3
카바카바잎/뿌리/줄기추출물,3
인삼열매추출물,3
삼백초추출물,3
수련추출물,3
올리브나무잎추출물,3
람노오스,3
에칠헥실트리아존,3
아스코빌테트라이소팔미테이트,3
아르간커넬오일,3
폴리글리세릴-10다이아이소스테아레이트,3
레이디스맨틀잎추출물,3
리보플라빈,3
삼색제비꽃추출물,3
와일드인디고뿌리추출물,3
마이크로크리스탈린셀룰로오스,3
에틸렌브라실레이트,3
피이지-7글리세릴코코에이트,3
복사나무꽃추출물,3
알파-비사보롤,3
유칼립톨,3
메틸렌다이옥시페닐메틸프로판알,3
헥세닐아세테이트,3
징크옥사이드,3
효모폴리펩타이드,3
베헤닉애씨드,3
초피나무열매추출물,3
"2,4-다이메틸-3-사이클로헥신카복스알데하이드",3
코질메틸렌다이옥시신나메이트,3
3-헥센올,3
라미나리아 오크롤레우카추출물,3
하이드로제네이티드포스파티딜콜린,3
틴옥사이드,3
소듐올리에이트,3
프로필렌글라이콜알지네이트,3
오이열매추출물,3
소듐바이카보네이트,3
2-t-부틸사이클로헥실아세테이트,3
피이지-10피토스테롤,3
호호바왁스피이지-120에스터,3
트라이데세스-6,3
오크라열매추출물,3
신선초추출물,3
몰로키아잎추출물,3
삽주뿌리줄기추출물,3
에스에이치-폴리펩타이드-62,3
쿠푸아수씨버터,3
합성플루오르플로고파이트,3
연필향나무오일,3
피이지/피피지-17/6코폴리머,3
서양배추출물,3
아텔로콜라겐,3
피이지-60하이드로제네이티드캐스터오일,3
리날릴아세테이트,3
소듐아크릴릭애씨드/엠에이코폴리머,3
캐스터오일/아이피디아이코폴리머,3
호박가루,3
에틸리날룰,3
라즈베리잎추출물,3
더위지기추출물,2
필리핀오렌지껍질오일,2
펜타펩타이드-18,2
팔미토일다이펩타이드-5다이아미노부틸로일하이드록시트레오닌,2
하이드록시프로필구아,2
냉초추출물,2
복숭아씨추출물,2
살비아추출물,2
하이드록시프로필스타치포스페이트,2
쇠뜨기추출물,2
토마토열매/잎/줄기추출물,2
라이코펜,2
효모/띠뿌리발효추출물,2
효모/겨우살이발효추출물,2
버지니아풍년화수,2
피피지-26-부테스-26,2
소듐콘드로이틴설페이트,2
아세타마이드엠이에이,2
팔미타마이드엠이에이,2
세트리모늄브로마이드,2
파파야열매추출물,2
벤조트라이아졸릴도데실p-크레솔,2
쌀추출물,2
토마토즙,2
붉나무충영추출물,2
진흙버섯추출물,2
피브로넥틴,2
토마토수,2
실리카다이메틸실릴레이트,2
풀러린,2
해마토코쿠스 플루비알리스오일,2
다이메티콘크로스폴리머,2
소르빅애씨드,2
카퍼글루코네이트,2
카프릴로일다이펩타이드-17,2
질경이추출물,2
왜당귀뿌리추출물,2
헥사펩타이드-2,2
"비스-에톡시다이글라이콜사이클로헥산1,4-다이카복실레이트",2
아미노에탄설피닉애씨드,2
폴리쿼터늄-7,2
포도덩굴수액,2
올리고펩타이드-3,2
아세틸펜타펩타이드-1,2
바나나추출물,2
옥타펩타이드-2,2
니코티노일다이펩타이드-26,2
니코티노일트라이펩타이드-35,2
노나펩타이드-7,2
미리스토일헥사펩타이드-16,2
알라닌/히스티딘/라이신폴리펩타이드카퍼에이치씨엘,2
완두콩펩타이드,2
팔미토일테트라펩타이드-10,2
팥추출물,2
폴리락틱애씨드,2
복숭아추출물,2
살비아잎추출물,2
자일로오스,2
미역추출물,2
하이드록시메톡시페닐데칸온,2
펜타펩타이드-13,2
구기자추출물,2
카페오일트라이펩타이드-1,2
서양톱풀추출물,2
쿼세틴,2
올리고펩타이드-32,2
올리고펩타이드-29,2
포트마리골드추출물,2
트라이펩타이드-29,2
테트라펩타이드-30,2
테트라펩타이드-44,2
편백오일,2
인동덩굴꽃추출물,2
하이드록시프롤린,2
글리세린-3크로스폴리머,2
효모/자일리눔/홍차발효물,2
창포뿌리추출물,2
사탕무뿌리추출물,2
팔미토일트라이펩타이드-29,2
감추출물,2
생강추출물,2
은행추출물,2
포스포리피드,2
에스에이치-데카펩타이드-9,2
디에칠아미노하이드록시벤조일헥실벤조에이트,2
소듐아크릴레이트크로스폴리머-2,2
트라이데세스-10,2
세틸알코올,2
빙하수,2
피이지-10레이프씨드스테롤,2
글리세레스-20,2
폴리실리콘-11,2
포도주추출물,2
포타슘코코일글리시네이트,2
글라이콜다이스테아레이트,2
옥타펩타이드-7,2
하이드레이티드실리카,2
코질카복시다이펩타이드-23,2
갈로일펜타펩타이드-33,2
카페오일에스에이치-옥타펩타이드-4,2
황해쑥잎수,2
암모늄아크릴로일다이메틸타우레이트/스테아레스-25크로스폴리머,2
마트리카리아꽃/잎추출물,2
로즈마리추출물,2
파네솔,2
보리지씨오일,2
워터민트추출물,2
보론나이트라이드,2
트라이프로필렌글라이콜,2
구아검,2
하이드롤라이즈드맥아추출물,2
하이드롤라이즈드삼색제비꽃추출물,2
글리세레스-25피씨에이아이소스테아레이트,2
해수,2
마트리카리아추출물,2
소엽잎추출물,2
바오밥나무씨추출물,2
멕시칸치아씨추출물,2
펜타에리스리틸테트라아이소스테아레이트,2
버지니아풍년화잎수,2
폴리글리세릴-10아이소스테아레이트,2
드로메트리졸트리실록산,2
실버위드추출물,2
사이클로펜타실록세인,2
제비꽃꽃추출물,2
올리고펩타이드-68,2
사포닌,2
다이펩타이드-15,2
펜타펩타이드-3,2
아티초크잎추출물,2
아이소헥사데칸,2
라이신에이치씨엘,2
폴리솔베이트80,2
소듐아크릴레이트/비닐알코올코폴리머,2
C18-21알케인,2
멜론추출물,2
오리스뿌리추출물,2
연어알추출물,2
피이지-8,2
금,2
운데케인,2
트루로즈오브예리코추출물,2
양까막까치밥나무열매추출물,2
글리세릴리놀리네이트,2
글리세릴아라키도네이트,2
밤부사 불가리스수,2
당호박추출물,2
흰서양송로추출물,2
왕귤껍질오일,2
다이펜타에리스리틸헥사C5-9애씨드에스터,2
크랜베리추출물,2
트라이데케인,2
빌베리열매추출물,2
에스에이치-폴리펩타이드-19,2
팔미토일펜타펩타이드-5,2
캐롭검,2
벤조익애씨드,2
라벤더꽃추출물,2
소듐카보머,2
사카라이드하이드롤리세이트,2
수용성엘라스틴,2
녹차씨추출물,2
세라마이드1,2
연꽃추출물,2
둥굴레뿌리줄기추출물,2
마돈나백합비늘줄기추출물,2
꿀,2
트라이하이드록시스테아린,2
하이드롤라이즈드알진,2
에델바이스캘러스배양추출물,2
무수자일리톨,2
스테아릴글리시레티네이트,2
다발방패버섯추출물,2
멘톡시프로판다이올,2
마트리카리아꽃수,2
향부자추출물,2
효모발효물,2
라반딘오일,2
세틸포스페이트,2
호두추출물,2
매실추출물,2
원추리꽃추출물,2
세라마이드2,2
바실러스/폴릭애씨드/돌콩발효추출물,2
카페오일헥사펩타이드-65,2
아이리쉬모스가루,2
톳추출물,2
오레가노잎추출물,2
겔리듐 카르틸라기네움추출물,2
콥티스뿌리추출물,2
복숭아수,2
버지니아풍년화잎추출물,2
멕시칸치아씨오일,2
연교추출물,2
실크수,2
세라마이드3,2
폴리글리세릴-6카프릴레이트,2
서양민들레잎추출물,2
하이드록시프로필메틸셀룰로오스,2
에스에이치-폴리펩타이드-123,2
아미노메틸프로판다이올,2
사발팜열매추출물,2
다이스타치포스페이트,2
하이드롤라이즈드호호바에스터,2
라우로일라이신,2
에난티아 클로란타껍질추출물,2
글리세릴리놀리에이트,2
다이하이드로미리세틴,2
쌀겨오일,2
마누카잎추출물,2
다이에틸헥실시링질리덴말로네이트,2
돌콩배아추출물,2
프로필헵틸카프릴레이트,2
아라키딕애씨드,2
다이소듐스테아로일글루타메이트,2
동백나무씨오일,2
마그네슘글루코네이트,2
소듐글리세로포스페이트,2
유용성감초추출물,2
세라마이드이엔피,2
포타슘마그네슘아스파테이트,2
칼슘글루코네이트,2
세테아레스-20,2
크레아틴,2
징크글루코네이트,2
우릭애씨드,2
황색4호,2
페퍼민트잎추출물,2
서인도체리열매추출물,2
염소유추출물,2
실크추출물,2
베티버뿌리오일,2
브로멜라인,2
세테아릴글루코사이드,2
락토바실러스,2
알테로모나스발효추출물,2
티트리꽃/잎/줄기추출물,2
피마자씨오일,2
피이지-90,2
다이에틸헥실석시네이트,2
옥수수잎추출물,1
칼슘알루미늄보로실리케이트,1
아이슬란드이끼추출물,1
꿀풀추출물,1
벼에스에이치-올리고펩타이드-1,1
소르비탄올리베이트,1
아이소도데케인,1
비스-하이드록시에톡시프로필다이메티콘,1
폴리에터-1,1
마카다미아씨오일폴리글리세릴-6에스터스베헤네이트,1
데카펩타이드-4,1
베르가못잎추출물,1
카프릴하이드록사믹애씨드,1
레몬수,1
시스틴,1
스테아릴헵타노에이트,1
콩폴리펩타이드,1
데하이드로아세틱애씨드,1
병풀즙,1
연꽃잎추출물,1
삼나무잎추출물,1
뽕나무뿌리추출물,1
비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,1
실리카실릴레이트,1
소듐구아이아줄렌설포네이트,1
들깨잎추출물,1
트레할로스,1
블래더랙추출물,1
맥아추출물,1
카놀라오일,1
발삼코파이바수지,1
징크클로라이드,1
불가리스매자열매추출물,1
초피나무열매오일,1
당근씨오일,1
밤보늬추출물,1
소듐폴리아크릴레이트스타치,1
소듐설파이트,1
에틸헥실펠라고네이트,1
육두구커넬오일,1
소듐글루타메이트,1
피이지-150,1
아이소세틸스테아로일스테아레이트,1
글라이콜스테아레이트,1
시로미열매즙,1
아쿠아,1
애기부들이삭추출물,1
피이지-40스테아레이트,1
헥실데실에틸헥사노에이트,1
트라이실록세인,1
방풍뿌리추출물,1
로즈힙열매오일,1
포타슘아스파테이트,1
스테아릴알코올,1
비오틴/폴릭애씨드/시아노코바라민/니아신아마이드/판토테닉애씨드/피리독신/리보플라빈/티아민/효모폴리펩테이드,1
올리고펩타이드-4,1
피이지-5글리세릴스테아레이트,1
하이드롤라이즈드콩단백질,1
하이드록시시트로넬알,1
복령균핵추출물,1
히스티딘에이치씨엘,1
피피지-3카프릴릴에터,1
윈터체리뿌리추출물,1
육두구추출물,1
메틸글루코오스세스퀴스테아레이트,1
빌베리씨오일,1
마룰라씨오일,1
살비아수,1
홍차추출물,1
아프리카스파이더플라워잎추출물,1
수국잎추출물,1
줄맨드라미씨추출물,1
치자꽃추출물,1
센티드제라늄추출물,1
피리독신에이치씨엘,1
동아씨추출물,1
다이포타슘포스페이트,1
무환자추출물,1
비누풀잎추출물,1
코코넛야자오일,1
천궁뿌리추출물,1
치자나무꽃추출물,1
목서꽃추출물,1
코카미도프로필베타인,1
수레국화꽃수,1
맨드라미꽃추출물,1
부틸옥틸살리실레이트,1
다이페닐실록시페닐트라이메티콘,1
디소듐이디티에이,1
암모늄폴리아크릴로일디메칠타우레이트,1
글리세릴이소스테아레이트,1
피피지-6-데실테트라데세스-30,1
피이지-6카프릴릭/카프릭글리세라이드,1
디메치콘,1
적색504호,1
테트라소듐이디티에이,1
트라이에탄올아민,1
세테스-24,1
올레스-5,1
올레스-3,1
올레스-3포스페이트,1
소듐알엔에이,1
판테틴,1
콜라나무씨추출물,1
트리펩타이드-32,1
