ingredient,count
하이드롤라이즈드엘라스틴,14
잇꽃꽃추출물,14
카카오씨추출물,14
데실글루코사이드,14
글리세릴글루코사이드,14
징크피씨에이,14
솔비톨,13
풀루란,13
폴리글루타믹애씨드,13
글리세릴폴리메타크릴레이트,13
발린,13
셀룰로오스검,13
아이소류신,13
피토스핑고신,13
페닐알라닌,13
메티오닌,13
트라이소듐이디티에이,13
라이신,13
락토바실러스발효용해물,13
아라키딜글루코사이드,13
센티드제라늄꽃오일,13
다마스크장미꽃수,13
트라넥사믹애씨드,13
로즈마리잎오일,13
류신,13
자일리틸글루코사이드,13
3-부탄다이올,13
옥틸도데세스-16,12
무화과추출물,12
피토스테롤,12
모란뿌리추출물,12
시스테인,12
멕시칸주니퍼오일,12
유채스테롤,12
소듐락테이트,12
흰버드나무껍질추출물,12
타이로신,12
쇠비름추출물,12
하이드로제네이티드폴리데센,12
카프릴로일살리실릭애씨드,12
알파-알부틴,12
비닐다이메티콘,12
다이페닐다이메티콘,12
트라이펩타이드-1,12
글라이코리피드,12
헥사펩타이드-9,11
덱스트란,11
아세틸글루코사민,11
글리세릴스테아레이트시트레이트,11
소듐하이드록사이드,11
사탕수수추출물,11
프로필렌글라이콜,11
하이드록시프로필사이클로덱스트린,11
안하이드로자일리톨,11
하이드록시에틸우레아,11
비사보롤,11
오렌지껍질오일,11
콜라겐,10
아이소프로필미리스테이트,10
소듐벤조에이트,10
폴리솔베이트60,10
솔비탄올리에이트,10
티옥틱애씨드,10
포타슘솔베이트,10
글라이코실트레할로오스,10
에탄올,10
비피다발효용해물,10
C12-13알케스-9,10
쑥잎추출물,10
알부틴,10
C14-22알코올,10
000 ppm),10
다시마추출물,10
