product_id,product_url,product_name,product_rating,user_id,user_keywords,user_rating,review_text
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,향빠,복합성 | 겨울쿨톤 | 미백 | 주름,5,요즘 마스크 안 쓰니까 얼굴이 다 보여서인지 유독 잡티랑 색소침착이 신경 쓰이더라고요. SNS에서 “톤업이 아니라 진짜 미백!”이라고 해서 혹해 사봤는데… 써보니 진짜 꾸준히 쓰면 피부 ‘정화’되는 느낌이에요.
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,인생씨,건성 | 봄웜톤 | 잡티 | 블랙헤드,5,낮에 쓰는것보다 저녁에 쓰는것이 훨씬 좋았어요 꾸준히 바르면 효과가 좋을것같아요 부드럽개 잘 발리고 비타민 크림 특성 상 엄청 따갑지 않아요ㅎㅎㅎ꾸준히 써보고 좋으면 재구매해볼게여ㅎ
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,콩이는콩이,복합성 | 쿨톤 | 주름 | 트러블,5,"크림인데도 너무 무겁거나 끈적이지 않아서 좋아요. 모 브랜드의 뾰루지 짜고 난 후 색소침착 예방용으로 붙이는 비타 패치를 구매한 적이 있는데 그것보다 훨~~씬 나은 것 같아요. 수분에 닿으면 떨어지는 패치랑은 달리 언제든지 계속 다시 바를 수 있는 점과 국소부위뿐만 아니라 넓고 고르게 바를 수 있는 점이 마음에 들어요. 잡티 개선 제품은 꾸준히 써야 효과가 나타나기 때문에 가격 대비 효과에 대한 의심이 있기 마련인데, 유효 성분이 풍부해 향후 효과에 대한 기대가 되네요."
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,superhuman1,건성 | 웜톤 | 주름,5,"요즘따라 피부가 칙칙해지고, 예전에 났던 트러블 자국도 잘 가라앉지 않아 거울 볼 때마다 은근히 스트레스였어요. 뭔가 피부 결도 흐릿하고 생기 없어 보인달까… 그래서 무겁지 않으면서도 광채나 미백 쪽에 도움을 줄 수 있는 제품을 찾다가 로벡틴 비타 더블 토닝 크림을 사용하게 됐어요. 일단 발림성이 정말 마음에 들었어요. 무겁게 겉도는 크림이 아니라, 촉촉하게 스며들면서 마무리는 산뜻한 타입. 그래서 아침에도 부담 없이 바를 수 있고, 메이크업 전에 써도 밀림 없이 잘 어울렸어요. 바르고 나면 피부톤이 아주 살짝 밝아지는 느낌이 드는데, 이게 막 톤업처럼 하얗게 뜨는 게 아니라 자연스럽게 환해 보이는 정도라 더 좋더라고요. 며칠 써보니까 확실히 피부가 전체적으로 정돈된 느낌이 있었어요. 특히 잔잔하게 얼룩져 있던 피부톤이 한층 균일해지는 느낌? 뭔가 거울 볼 때 ""어? 좀 괜찮아졌는데?"" 하는 순간이 생기더라고요. 잡티가 완전히 사라지진 않았지만, 흐릿해진 건 확실히 느껴졌어요. 무엇보다 좋았던 건 촉촉한데 끈적이지 않는다는 점이에요. 요즘같이 날씨가 애매할 때 바르기 딱 좋고, 바르고 나면 피부가 부드럽고 윤기 있어 보여서 요즘 스킨케어 마무리는 이걸로 고정이에요. 향도 거의 없어서 예민한 날에도 거슬리지 않았고요. 피부에 무언가 '빛이 돌기 시작한다'는 느낌이 이렇게 기분 좋을 줄 몰랐어요. 톤 보정이나 미백 케어 쪽 제품 고민 중이라면 진짜 한 번 써보는 거 추천드리고 싶어요. 큰 변화보단 잔잔한 변화가 쌓이면서 어느 순간 확 느껴지는 그런 제품이에요."
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,사월이요,건성 | 웜톤 | 잡티 | 미백,5,"제 피부타입은 건성+악건성이고 기미 잡티가 눈가 주변에 조금 있으며 예민함이 적은 피부입니다. 현재 아침, 저녁으로 사용하고 있습니다. 먼저 진한 기미, 잡티는 없어지지 않았고 이제 막 생기거나 아주 연한 기미에는 조금 도움 되는 것 같습니다. 그렇다고 연한 기미도 없어지는 정도까지는 아닙니다.(현재 기준으로) 따가움이나 트러블이 생기는 자극도는 없었고 발림성은 부드럽게 잘 발립니다. 흡수력은 빠르고 보습력은 건성피부인 저는 보통이었습니다. 케이스는 튜브 펌프 타입이라 사용하기 편리하며 사용 기한은 2028년 3월 17일까지입니다."
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,운동치료실공주,건성 | 봄웜톤 | 잡티 | 미백,5,올리브영 쳄단을 통해 받은 제품 리뷰입니다! 뭔가 꾸덕한 크림 제형일줄 알았는데 되게 발림성 좋은 가벼운 제형이에요! 흡수 빠르고 잘 발리고 좋은데~ 수분감이 많은데 여름에 잘 어울리는 크림이네요! 번들거리지 않아 복합성이나 지성피부도 잘 맞을 것 같아요! 펌핑읗 하는데 잘 안 나와서 ㅠ 손으로 짜줘야 해요ㅠ 뭔가 불편하네요...?? 나만 그런가
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,갱갱갱이잉,지성 | 웜톤 | 잡티 | 미백,5,여름이되면서 자외선으로 인해 잡티 고민이 많았는데 좋은 제품을 발견 한 것 같습니다! 🫶🏻지성이 써도 번들거리지 않았어요 🫶🏻제형은 선크림같은 제형이엇지만 전혀 끈적거리지 않았어요 🫶🏻 얼굴이 환해지는 효과가 있는것 같아요
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,콩이파더2,복합성 | 쿨톤 | 주름,5,요즘들어 잡티가 심해져서 피코토닝 시술도 받고 있어요. 그러다 보니 자연스레 기초도 잡티케어라인을 찾게되더라구요. 기존에 로벡틴 다크 스팟 세럼을 사용하고 있었는데 운 좋게 비타 더블 토닝을 체험하게 됐네요? ㅎㅎ 잡티케어라인 여러 브랜드를 써보니까 원료 때문인지 특유의 고유 향이? 꼭 나더라구요. 다만 그 향이 진하냐 연하냐의 차이? 첨엔 불호인 향이지만 매일 바르면서 적응이 됐는지 이제는 별 감흥이 없네요 ㅎ 끈적임이 없지는 않지만 흡수가 빨라서 좋아요
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,민당,트러블성 | 겨울쿨톤 | 트러블 | 모공,5,"비타민 제품은 가끔 따갑거나 자극적인 경우가 있는데 이 제품은 그러지 않아서 좋았어요! 우선 비타민, 나이아신아마이드, PDRN 처럼 요즘 좋다는 성분은 다 들어있어서 꾸준히 쓰면 잡티, 흔적에 효과가 있을거같아요. 우선 끈적이지 않게 보습도 잘되고 트러블도 나지 않아서 꾸준히 써보려고요!"
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,복합성17호여쿨라,민감성 | 여름쿨톤 | 잡티 | 미백,5,로벡틴 브랜드가 제품 진짜 잘 만드는데 코덕아니신 분들은 잘 모르셔서 안타까워요!ㅠㅠㅠ 잡티 세럼이 워낙 좋아서 크림도 기대했는데 역시나 좋네요ㅎㅎ 사용감 발림성 좋고 순해요! 비타민 앰플이랑 같이 사용해도 크게 자극적이지 않아서 데일리로 쓰기 너무 좋을 것 같아요!
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,올리브해모,복합성 | 여름쿨톤 | 잡티 | 주름,5,역시 로젝틴이네요 ㅎㅎ 크림이 발림도 부드럽고 흡수가 잘되요 몇일 꾸준히 써보니 피부도 맑아지고 피부결도 부드러워졌어요 나이아신아마이드가 고함량 함류되어 있어 그런거 같긴한대ㅎㅎ pdrn도 함류해있어서 은은히 피부에서 광채도 나고 맘에 들었네요 글구 토닝크림중 자극적인 크림들도 있는데 이건 자극은 느껴지지 않아 좋았어요
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,vu5874,복합성 | 쿨톤 | 미백 | 주름,5,"처음엔 비타민 크림이라길래 따갑거나 건조할까 봐 살짝 걱정했는데, 제형이 정말 부드럽고 촉촉하더라고요. 피부에 바르는 순간 사르르 녹아들듯이 흡수되는데, 끈적임 없이 산뜻하게 마무리돼서 좋았어요. 며칠 꾸준히 사용해보니 확실히 피부 톤이 한결 맑아지고 생기가 도는 느낌이에요. 거울 볼 때마다 피부가 환해진 것 같아서 기분이 좋더라고요. 특히 아침에 바르면 메이크업도 더 잘 받고, 오후까지 피부가 촉촉하고 편안해서 만족스러웠어요. 향도 은은해서 부담스럽지 않고요. 민감성 피부인데도 전혀 자극 없이 순하게 잘 맞아서 더욱 마음에 듭니다. 저처럼 칙칙한 피부 톤이 고민이시라면 로벡틴 비타 더블 토닝 크림 한번 꼭 사용해보시길 추천드려요!"
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,Naturalhappy,지성 | 쿨톤 | 잡티 | 모공,5,미백 제품인데 따갑거나 자극적이지 않았습니다. 옅은 잡티에는 효과가 있는 편입니다. 우선 자극이 없어서 매일 바를 수 있어서 더 좋았습니다.
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,멍예,건성 | 웜톤 | 잡티 | 주름,5,피부 자체가 점차 빛나지는 것이 눈에 보여서 좋았어요! 볼건성 피부인데 아침에는 단독으로 바르고 선크림 사용 했을 때 건조함이 없었어요~ 여름에 간단하지만 피부 관리하기 좋다고 느꼈어요!
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,여기보세용,복합성 | 여름쿨톤 | 트러블,5,겉에 상자가 좀 구겨져서 왔지만 제품상 문제는 없었습니다ㅎㅎ 피부에 자극 되는것도 없고 촉촉하게 사용하기 좋았습니다!
501,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225188&dispCatNo=100000100010015&trackingCd=Cat100000100010015_Small&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=549,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,4.9,짝짝꿍,복합성 | 웜톤 | 잡티 | 미백,5,"보습도 잘되고 피부도 촉촉한게 밝은 피부로 만들어주는듯 하네요! 더 사용해봐야 알겠지만, 저녁 세안 후 바르고 다음날 보니 피부톤이 화사해지네요! 😊"
